head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Anastasius,Magdalena,enemy_rival,undirected,1,0.9834185,0.9834185,0.6816537605854905,"With even more rage against the traitor, she sets off alongside the Dunkelfelger knights and makes for the auditorium, where the last remains of the enemy troops still at large in the Royal Academy are concentrated and locked in a battle with Ahrensbach and Ehrenfest forces led by Rozemyne and Ferdinand, as well as Anastasius and his personal guards."
Cornelius,Wolf,family,undirected,1,0.9834046,0.9834046,0.6816441258396807,"At his own estimation, he has surpassed his father by the age of 14, and he expects to continue growing in the future. *Highbeast: His highbeast takes the shape of a winged wolf."
Karstedt,Leonore,romantic,undirected,1,0.98340327,0.98340327,0.6816432039539306,"*Divine Protections: Other than previously acquired divine protections from main gods of her aptitudes, Leonore managed to gain divine protections from Angriff and Steifebrise during the special reacquisition session for graduates. *Mana Capacity: Leonore has enough mana capacity to be engaged to Cornelius, who's the one with the most mana among Karstedt's children (sans Rozemyne)."
Clarissa,Hannelore,service_retainer,directed,1,0.9833799,0.9833799,0.681627005104321,"Clarissa (クラリッサ, Kuralisa) was an apprentice scholar of Dunkelfelger that served as Hannelore's scholar during the book lover's tea party."
Georgine,Muriella,enemy_rival,undirected,1,0.98337686,0.98337686,0.6816248979368921,"But unfortunately, she was name-sworn to Georgine, leaving the Aub no choice than to execute her."
Elvira,Sylvester,romantic,undirected,1,0.983318,0.983318,0.6815840992938443,"When Sylvester married his first wife, Florencia, she was also targeted by Veronica and eventually joined Elvira’s faction."
Monika,Fran,service_retainer,directed,1,0.98331535,0.98331535,0.6815822624538158,"After Myne dismissed Delia from her service, Fran asked Myne to consider taking on a new attendant, so she had someone to direct her compassion towards."
Mark,Benno,service_retainer,directed,1,0.9832743,0.9832743,0.6815538087620538,"Mark (マルク, Maruku) is a leherl at Benno's store and his right-hand man."
Georgine,Previous Count Leisegang,enemy_rival,undirected,1,0.98322636,0.98322636,0.6815205792862178,"Shortly after Ehrenfest's internal purge of the former Veronica faction and those aligned with Georgine, the previous Count Leisegang passes away peacefully, his thirst for revenge against Gabriele, Veronica, and their ilk finally sated by the reprisals meted out in the purge."
Hartmut,Wilfried,family,undirected,1,0.98321104,0.98321104,0.6815099602714116,"When Hartmut heard that Wilfried committed the crime of entering the Ivory Tower, he told his mother that Rozemyne should have used the opportunity to cement her position as the next archduchess."
Lutz,Zasha,family,undirected,1,0.9831597,0.9831597,0.6814743740951617,"He is the eldest of four brothers, and the older brother of Lutz."
Georgine,Kampfer,enemy_rival,undirected,1,0.98313254,0.98313254,0.6814555482177377,"This gray shrine maiden is then caught by Georgine and killed, so the invader can use her gray robes to sneak further into the temple undetected."
Cassandra,Georgine,family,undirected,1,0.9830859,0.9830859,0.6814232198332363,"Cassandra is one of the five student, who's parents are executed for severe crimes committed for either Veronica or Georgine."
Alexis,Barthold,enemy_rival,undirected,1,0.9830851,0.9830851,0.6814226653154919,"He urges him to do what it takes to protect Wilfried, even from Barthold's influence, and drag him onto the right path."
Otto,Gunther,service_retainer,directed,1,0.983022,0.983022,0.6813789277283985,"He previously served under Gunther as a soldier at the city gate, where he taught Myne how to read and write."
Blasius,Rozemyne,romantic,undirected,1,0.98295975,0.98295975,0.6813357793164087,"When Georgine, his wife's mother, launches her insurrection together with Lanzenave, Blasius goes with his wife to the Adalgisa Villa on the grounds of the Royal Academy and gets stuck there, when Lady Rozemyne steals Ahrensbach's Foundation and disables the teleporter between the Lanzenave Estate and the Adalgisa Villa."
Justus,Myne,service_retainer,directed,1,0.9828954,0.9828954,0.6812911752953397,"Not long after Myne joined the temple, Ferdinand assigned Justus and Eckhart to investigate her activities in the Lower City."
Ferdinand,Lothar,enemy_rival,undirected,1,0.98287845,0.98287845,0.6812794264506291,"When Ferdinand first came to the temple, he chose to pick the absolute minimum number of attendant gray priests due the mistrust that years of abuse and assassination attempts by Veronica has ingrained in him."
Eckhart,Hasse's Mayor,enemy_rival,undirected,1,0.9828194,0.9828194,0.6812384961096171,"While the vast majority of the citizens are able to pass through without resistance, the mayor and six others are knocked away by the winds of the shield due to harboring ill intent, at which point Eckhart restrains them with magical bands of light."
Justus,Sylvester,family,undirected,1,0.98272413,0.98272413,0.6811724599777251,"Eventually, his mother Rihyarda scolded him that he should become a scholar if he loved gathering information so much, and use his enthusiasm to collect valuable intelligence for Sylvester."
Detlinde,Fatiehe,romantic,undirected,1,0.9827126,0.9827126,0.6811644679907333,"She is already engaged and will marry into another duchy come next Spring, which in turn makes Martina envious of her, since Martina being one of Detlinde's favorites is unlikely to ever be able to leave her lady's service."
Heisshitze,Trauerqual,romantic,undirected,1,0.9826943,0.9826943,0.6811517833973291,This infuriated Magdalena who was already in love with Trauerqual the fifth prince.
Rihyarda,Sylvester,service_retainer,directed,1,0.9826779,0.9826779,0.6811404157835679,Infobox field occupation: Attendant Sylvester's Head Attendant Rozemyne's Head Attendant (Former) Georgine's Head Attendant (Former) Veronica's Head Attendant
Ralph,Zasha,romantic,undirected,1,0.982431,0.982431,0.6809692777446876,"By the spring of his younger bother Ralph's coming-of-age, Zasha is already married and has moved out of his parents' home."
Rozemyne,Sergius,enemy_rival,undirected,1,0.98242307,0.98242307,0.6809637810875457,"Despite his exemplary service, Ferdinand is not yet able to fully trust him as can be seen by him cutting Rozemyne off and warning her against discussing intelligence with him while Sergius is within earshot."
Wilfried,Isidore,service_retainer,directed,1,0.98240674,0.98240674,0.6809524619940872,Isidore - One of Wilfried's apprentice attendants in the royal academy.
Immanuel,Sigiswald,romantic,undirected,1,0.9823767,0.9823767,0.6809316398527832,"The next year the royal family arranges for Rozemyne to hold the Starbind Ceremony, in which Prince Sigiswald and Lady Adolphine are to be married."
Judithe,Sylvester,romantic,undirected,1,0.9823216,0.9823216,0.6808934474431344,"As she will be staying in Ehrenfest, Bertilde suggested that she could serve Brunhilde, Sylvester's future second wife."
Florencia,Gieselfried,family,undirected,1,0.98227763,0.98227763,0.6808629697616051,Infobox field family/Brother: Aub Frenbeltag Ferdinand (In-Law) Gieselfried (In-Law)
Gundolf,Hirschur,service_retainer,directed,1,0.982128,0.982128,0.680759254148978,"In Rozemyne's third year at the Royal Academy, Gundolf and Hirschur are assigned to oversee the third-years' Divine Protection Acquisition."
Arno,Count Bindewald,enemy_rival,undirected,1,0.98212564,0.98212564,0.6807576183216318,"The High Bishop believed that both Ferdinand and the Sylvester were away, so he, along with Count Bindewald, plotted to attack and capture Myne inside the temple."
Adelbert,Valamarlene,family,undirected,1,0.9821233,0.9821233,0.6807559963572294,"However, before his sister came of age, Adelbert - the at the time Aub Ehrenfest - somehow managed to get his son Quinta released from the Adalgisa villa."
Ferdinand,Henrik,enemy_rival,undirected,1,0.98211676,0.98211676,0.6807514631746685,"Fellow students like Henrik and Eckhart were immensely impressed by his achievements, and Heisshitze of Dunkelfelger came to view him as a rival."
Rihyarda,Georgine,service_retainer,directed,1,0.98210114,0.98210114,0.6807406362157081,Infobox field occupation: Attendant Sylvester's Head Attendant Rozemyne's Head Attendant (Former) Georgine's Head Attendant (Former) Veronica's Head Attendant
Schwartz and Weiss,Hortensia,service_retainer,directed,1,0.98185986,0.98185986,0.6805733936639826,"Just a few days later, however, Hortensia is able to dedicate more of her mana to the shumils and finish the transfer of mastership. |- |Hortensia |Primary |In Rozemyne's third year, the Sovereignty dispatched Hortensia to serve as an archnoble librarian in the Royal Academy and specifically take over mastership of Schwartz and Weiss from Rozemyne."
Dirk,Freida,family,undirected,1,0.98164064,0.98164064,0.6804214419390602,"*Freida is one of the only three named Devouring children shown, along with Myne and Dirk. *According to Benno, she is the one resembling her grandfather the most in her family."
Cassandra,Veronica,family,undirected,1,0.9815989,0.9815989,0.6803925099757437,"Cassandra is one of the five student, who's parents are executed for severe crimes committed for either Veronica or Georgine."
Christine,Veronica,romantic,undirected,1,0.9815709,0.9815709,0.680373101854688,"In the purge of the former Veronica faction and the Georgine supporters, Christine's husband is found guilty of crimes against Ehrenfest."
Monika,Delia,service_retainer,directed,1,0.9814796,0.9814796,0.6803098175171028,"After Myne dismissed Delia from her service, Fran asked Myne to consider taking on a new attendant, so she had someone to direct her compassion towards."
Adelbert,Previous Count Leisegang,family,undirected,1,0.9814703,0.9814703,0.6803033712483236,"However, Bonifatius renounced his claim to the seat of archduke and actively surrendered it to his younger brother, Adelbert, who became the Sixth Aub Ehrenfest."
Adolphine,Letizia's Brother,family,undirected,1,0.9813851,0.9813851,0.68024431510854,"Infobox field family/Sister: Letizia Adolphine (Half Brother, Adoptive)"
Gundolf,Rozemyne,service_retainer,directed,1,0.98137915,0.98137915,0.6802401908828156,"In Rozemyne's third year at the Royal Academy, Gundolf and Hirschur are assigned to oversee the third-years' Divine Protection Acquisition."
Ferdinand,Kampfer,family,undirected,1,0.9813456,0.9813456,0.6802169357949078,In the past his family even went so far as to siphon money that Kampfer earned away from him until High Priest Ferdinand had some stern words for them.
Hassheit,Helfried,enemy_rival,undirected,1,0.98128295,0.98128295,0.6801735101240457,"Brigitte cancelled her engagement to stop this from happening, however, this caused her former fiancé Hassheit to work against Illgner and cause trouble for Giebe Illgner and the province."
Gieselfried,Wilfried,romantic,undirected,1,0.9812041,0.9812041,0.6801188554688586,"With his tarnished reputation and family ties to Ahrensbach, Wilfried appears to be a perfect candidate, but unfortunately he has recently been announced to be betrothed to Lady Rozemyne with the king's approval, dashing their hopes of arranging a marriage between the cousins."
Angelica,Heidemarie,romantic,undirected,1,0.98118114,0.98118114,0.680102940809593,"While he eventually agrees to an engagement with Angelica, his reasoning is primarily that her lack of interest in romance will allow both of them to put off the marriage as long as possible while continuing to serve their respective masters, Ferdinand and Rozemyne."
Benno,Wolf,family,undirected,1,0.9811381,0.9811381,0.6800731077549417,Benno immediately called Myne's father and sister who then escorted Myne to the temple and she began her winter stay.
